[20Feb2025 15:30:41.754] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914, nogui]
[20Feb2025 15:30:41.770] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.14 by Ubuntu
[20Feb2025 15:30:42.527] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/XD/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[20Feb2025 15:30:43.747] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.18.2-40.2.21/fmlcore-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.759] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.18.2-40.2.21/javafmllanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.762] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.18.2-40.2.21/lowcodelanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:43.781] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/XD/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.18.2-40.2.21/mclanguage-1.18.2-40.2.21.jar is missing mods.toml file
[20Feb2025 15:30:44.084] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: No dependencies to load found. Skipping!
[20Feb2025 15:30:49.865] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Feb2025 15:30:50.268] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [tictim.paraglider.MixinConnector]
[20Feb2025 15:30:50.276] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Feb2025 15:31:16.139] [modloading-worker-0/INFO] [Dungeon Crawl/]: Here we go! Launching Dungeon Crawl 2.3.14...
[20Feb2025 15:31:17.640] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[20Feb2025 15:31:35.599] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:fire_dragon_blood Expected: 1404 Got: 1442
[20Feb2025 15:31:35.608] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ice_dragon_blood Expected: 1405 Got: 1443
[20Feb2025 15:31:35.608] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:lightning_dragon_blood Expected: 1406 Got: 1444
[20Feb2025 15:31:35.609] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_stick Expected: 1407 Got: 1445
[20Feb2025 15:31:35.609] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_horn Expected: 1408 Got: 1446
[20Feb2025 15:31:35.610] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_flute Expected: 1409 Got: 1447
[20Feb2025 15:31:35.615] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:summoning_crystal_fire Expected: 1410 Got: 1448
[20Feb2025 15:31:35.615] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:summoning_crystal_ice Expected: 1411 Got: 1449
[20Feb2025 15:31:35.616] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:summoning_crystal_lightning Expected: 1412 Got: 1450
[20Feb2025 15:31:35.616] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippogryph_egg Expected: 1413 Got: 1451
[20Feb2025 15:31:35.617] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:iron_hippogryph_armor Expected: 1414 Got: 1452
[20Feb2025 15:31:35.617] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:gold_hippogryph_armor Expected: 1415 Got: 1453
[20Feb2025 15:31:35.618] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:diamond_hippogryph_armor Expected: 1416 Got: 1454
[20Feb2025 15:31:35.618] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippogryph_talon Expected: 1417 Got: 1455
[20Feb2025 15:31:35.619] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippogryph_sword Expected: 1418 Got: 1456
[20Feb2025 15:31:35.620] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:gorgon_head Expected: 1419 Got: 1457
[20Feb2025 15:31:35.620] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stone_statue Expected: 1420 Got: 1458
[20Feb2025 15:31:35.621] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:blindfold Expected: 1421 Got: 1459
[20Feb2025 15:31:35.622] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:pixie_dust Expected: 1422 Got: 1460
[20Feb2025 15:31:35.622] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:pixie_wings Expected: 1423 Got: 1461
[20Feb2025 15:31:35.623] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:pixie_wand Expected: 1424 Got: 1462
[20Feb2025 15:31:35.624] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ambrosia Expected: 1425 Got: 1463
[20Feb2025 15:31:35.624] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cyclops_eye Expected: 1426 Got: 1464
[20Feb2025 15:31:35.625] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sheep_helmet Expected: 1427 Got: 1465
[20Feb2025 15:31:35.626] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sheep_chestplate Expected: 1428 Got: 1466
[20Feb2025 15:31:35.627] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sheep_leggings Expected: 1429 Got: 1467
[20Feb2025 15:31:35.627] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sheep_boots Expected: 1430 Got: 1468
[20Feb2025 15:31:35.628] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:shiny_scales Expected: 1431 Got: 1469
[20Feb2025 15:31:35.630] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:siren_tear Expected: 1432 Got: 1470
[20Feb2025 15:31:35.631] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:siren_flute Expected: 1433 Got: 1471
[20Feb2025 15:31:35.632] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippocampus_fin Expected: 1434 Got: 1472
[20Feb2025 15:31:35.633] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hippocampus_slapper Expected: 1435 Got: 1473
[20Feb2025 15:31:35.634] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:earplugs Expected: 1436 Got: 1474
[20Feb2025 15:31:35.635] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_chitin_yellow Expected: 1437 Got: 1475
[20Feb2025 15:31:35.638] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_chitin_white Expected: 1438 Got: 1476
[20Feb2025 15:31:35.638] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_chitin_red Expected: 1439 Got: 1477
[20Feb2025 15:31:35.639] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_yellow_helmet Expected: 1440 Got: 1478
[20Feb2025 15:31:35.641] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_yellow_chestplate Expected: 1441 Got: 1479
[20Feb2025 15:31:35.642] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_yellow_leggings Expected: 1442 Got: 1480
[20Feb2025 15:31:35.642] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_yellow_boots Expected: 1443 Got: 1481
[20Feb2025 15:31:35.643] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_white_helmet Expected: 1444 Got: 1482
[20Feb2025 15:31:35.643] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_white_chestplate Expected: 1445 Got: 1483
[20Feb2025 15:31:35.644] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_white_leggings Expected: 1446 Got: 1484
[20Feb2025 15:31:35.646] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_white_boots Expected: 1447 Got: 1485
[20Feb2025 15:31:35.647] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_red_helmet Expected: 1448 Got: 1486
[20Feb2025 15:31:35.648] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_red_chestplate Expected: 1449 Got: 1487
[20Feb2025 15:31:35.648] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_red_leggings Expected: 1450 Got: 1488
[20Feb2025 15:31:35.649] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_red_boots Expected: 1451 Got: 1489
[20Feb2025 15:31:35.649] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_egg Expected: 1452 Got: 1490
[20Feb2025 15:31:35.649] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_egg_giant Expected: 1453 Got: 1491
[20Feb2025 15:31:35.650] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_tounge Expected: 1454 Got: 1492
[20Feb2025 15:31:35.651] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_gauntlet_yellow Expected: 1455 Got: 1493
[20Feb2025 15:31:35.653] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_gauntlet_white Expected: 1456 Got: 1494
[20Feb2025 15:31:35.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:deathworm_gauntlet_red Expected: 1457 Got: 1495
[20Feb2025 15:31:35.654] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:rotten_egg Expected: 1458 Got: 1496
[20Feb2025 15:31:35.655] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cockatrice_eye Expected: 1459 Got: 1497
[20Feb2025 15:31:35.657] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cockatrice_scepter Expected: 1460 Got: 1498
[20Feb2025 15:31:35.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_feather Expected: 1461 Got: 1499
[20Feb2025 15:31:35.658] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stymphalian_arrow Expected: 1462 Got: 1500
[20Feb2025 15:31:35.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stymphalian_feather_bundle Expected: 1463 Got: 1501
[20Feb2025 15:31:35.659] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:stymphalian_bird_dagger Expected: 1464 Got: 1502
[20Feb2025 15:31:35.660] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:troll_tusk Expected: 1465 Got: 1503
[20Feb2025 15:31:35.663] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_egg Expected: 1466 Got: 1504
[20Feb2025 15:31:35.664] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_egg Expected: 1467 Got: 1505
[20Feb2025 15:31:35.664] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_resin Expected: 1468 Got: 1506
[20Feb2025 15:31:35.665] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_resin Expected: 1469 Got: 1507
[20Feb2025 15:31:35.665] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_chitin Expected: 1470 Got: 1508
[20Feb2025 15:31:35.666] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_chitin Expected: 1471 Got: 1509
[20Feb2025 15:31:35.666] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_stinger Expected: 1472 Got: 1510
[20Feb2025 15:31:35.667] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_sword Expected: 1473 Got: 1511
[20Feb2025 15:31:35.668] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_sword_venom Expected: 1474 Got: 1512
[20Feb2025 15:31:35.669] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_shovel Expected: 1475 Got: 1513
[20Feb2025 15:31:35.669] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_pickaxe Expected: 1476 Got: 1514
[20Feb2025 15:31:35.670] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_axe Expected: 1477 Got: 1515
[20Feb2025 15:31:35.671] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_hoe Expected: 1478 Got: 1516
[20Feb2025 15:31:35.671] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_sword Expected: 1479 Got: 1517
[20Feb2025 15:31:35.673] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_sword_venom Expected: 1480 Got: 1518
[20Feb2025 15:31:35.687] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_shovel Expected: 1481 Got: 1519
[20Feb2025 15:31:35.689] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_pickaxe Expected: 1482 Got: 1520
[20Feb2025 15:31:35.690] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_axe Expected: 1483 Got: 1521
[20Feb2025 15:31:35.691] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_hoe Expected: 1484 Got: 1522
[20Feb2025 15:31:35.696] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_staff Expected: 1485 Got: 1523
[20Feb2025 15:31:35.697] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_staff Expected: 1486 Got: 1524
[20Feb2025 15:31:35.697] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_helmet Expected: 1487 Got: 1525
[20Feb2025 15:31:35.698] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_chestplate Expected: 1488 Got: 1526
[20Feb2025 15:31:35.698] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_leggings Expected: 1489 Got: 1527
[20Feb2025 15:31:35.699] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_boots Expected: 1490 Got: 1528
[20Feb2025 15:31:35.699] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_helmet Expected: 1491 Got: 1529
[20Feb2025 15:31:35.700] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_chestplate Expected: 1492 Got: 1530
[20Feb2025 15:31:35.700] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_leggings Expected: 1493 Got: 1531
[20Feb2025 15:31:35.701] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_boots Expected: 1494 Got: 1532
[20Feb2025 15:31:35.702] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_desert_swarm Expected: 1495 Got: 1533
[20Feb2025 15:31:35.703] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:myrmex_jungle_swarm Expected: 1496 Got: 1534
[20Feb2025 15:31:35.704] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amphithere_feather Expected: 1497 Got: 1535
[20Feb2025 15:31:35.705] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amphithere_arrow Expected: 1498 Got: 1536
[20Feb2025 15:31:35.706] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:amphithere_macuahuitl Expected: 1499 Got: 1537
[20Feb2025 15:31:35.708] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_fang Expected: 1500 Got: 1538
[20Feb2025 15:31:35.708] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:sea_serpent_arrow Expected: 1501 Got: 1539
[20Feb2025 15:31:35.709] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_trident_inventory Expected: 1502 Got: 1540
[20Feb2025 15:31:35.710] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:tide_trident Expected: 1503 Got: 1541
[20Feb2025 15:31:35.712] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chain Expected: 1504 Got: 1542
[20Feb2025 15:31:35.713] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:chain_sticky Expected: 1505 Got: 1543
[20Feb2025 15:31:35.714] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_ingot Expected: 1506 Got: 1544
[20Feb2025 15:31:35.715] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_sword Expected: 1507 Got: 1545
[20Feb2025 15:31:35.717] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_pickaxe Expected: 1508 Got: 1546
[20Feb2025 15:31:35.718] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_axe Expected: 1509 Got: 1547
[20Feb2025 15:31:35.719] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_shovel Expected: 1510 Got: 1548
[20Feb2025 15:31:35.720] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_hoe Expected: 1511 Got: 1549
[20Feb2025 15:31:35.724] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_helmet Expected: 1512 Got: 1550
[20Feb2025 15:31:35.724] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_chestplate Expected: 1513 Got: 1551
[20Feb2025 15:31:35.725] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_leggings Expected: 1514 Got: 1552
[20Feb2025 15:31:35.726] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_boots Expected: 1515 Got: 1553
[20Feb2025 15:31:35.729] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_ingot Expected: 1516 Got: 1554
[20Feb2025 15:31:35.737] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_sword Expected: 1517 Got: 1555
[20Feb2025 15:31:35.738] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_pickaxe Expected: 1518 Got: 1556
